id,gap_size,gap_proprotion,e_ndvi,e_elev,e_prec,e_area,e_edge,e_earatio,d_ndvi,d_elev,d_prec,d_area,d_edge,d_earatio,gap_size_km,e_ndvi_r,e_elev_km,e_prec_m,e_area_km,e_edge_km,e_earatio_km,d_ndvi_r,d_elev_km,d_prec_m,d_area_km,d_edge_km,d_earatio_km,g_edge,g_edge_km,long,lat
848,1493.718,0.134015211,359.139,2620.545,1375.51,11145.884,441.916,0.039648358,380.363,2620,1375.51,9652.166,619.282,0.064159899,0.001493718,0.359139,2.620545,1.37551,0.011145884,0.441916,39.64835808,0.380363,2.62,1.37551,0.009652166,0.619282,64.15989945,177.409,0.177409,387808.4396,1150701.578
2834,1455.213,0.037371988,393.383,2113.614,1656.585,38938.603,1126.047,0.028918526,397.52,2113.405,1656.585,37483.39,1303.507,0.03477559,0.001455213,0.393383,2.113614,1.656585,0.038938603,1.126047,28.91852592,0.39752,2.113405,1.656585,0.03748339,1.303507,34.77558993,177.454,0.177454,312370.5371,1252260.405
1274,976.777,0.171999365,195.722,1808.833,1139.702,5678.957,327.302,0.057634175,195.254,1808,1139.702,4702.18,504.709,0.107335108,0.000976777,0.195722,1.808833,1.139702,0.005678957,0.327302,57.63417473,0.195254,1.808,1.139702,0.00470218,0.504709,107.3351084,177.459,0.177459,409261.4619,1119348.96
1113,1253.174,0.197842225,358.635,3049.167,1604.91,6334.209,294.21,0.046447789,380.846,3049.2,1604.91,5081.035,471.8,0.092855097,0.001253174,0.358635,3.049167,1.60491,0.006334209,0.29421,46.44778851,0.380846,3.0492,1.60491,0.005081035,0.4718,92.85509744,177.623,0.177623,366821.6733,1171015.212
1680,960.969,0.147171438,259.144,2660.875,1121.166,6529.589,389.289,0.05961922,267.287,2660.875,1121.166,5568.62,559.648,0.100500303,0.000960969,0.259144,2.660875,1.121166,0.006529589,0.389289,59.61921953,0.267287,2.660875,1.121166,0.00556862,0.559648,100.5003035,177.68,0.17768,424744.2732,1286327.23
2862,1210.398,0.044405625,338.276,1980.536,1689.537,27257.763,768.633,0.028198682,342.393,1980.769,1689.537,26047.365,946.342,0.036331583,0.001210398,0.338276,1.980536,1.689537,0.027257763,0.768633,28.19868234,0.342393,1.980769,1.689537,0.026047365,0.946342,36.33158287,177.704,0.177704,314494.0855,1268127.711
2875,1551.192,0.033379517,402.98,2375.346,1686.92,46471.373,880.89,0.018955541,409.537,2374.84,1686.92,44920.181,1058.641,0.023567158,0.001551192,0.40298,2.375346,1.68692,0.046471373,0.88089,18.95554065,0.409537,2.37484,1.68692,0.044920181,1.058641,23.56715793,177.747,0.177747,315088.5765,1244721.361
2547,1503.415,0.101558119,363.891,2447.313,1504.302,14803.494,567.975,0.038367631,375.818,2446.571,1504.302,13300.079,745.697,0.056067111,0.001503415,0.363891,2.447313,1.504302,0.014803494,0.567975,38.36763132,0.375818,2.446571,1.504302,0.013300079,0.745697,56.06711058,177.758,0.177758,375710.1832,1260949.441
2592,1034.511,0.071673212,285.843,2434.188,1140.497,14433.719,656.942,0.045514396,291.215,2434.188,1140.497,13399.208,835.035,0.062319728,0.001034511,0.285843,2.434188,1.140497,0.014433719,0.656942,45.51439584,0.291215,2.434188,1.140497,0.013399208,0.835035,62.31972815,178.159,0.178159,451733.5136,1306884.278
675,919.639,0.098629848,262.161,2017.667,1399.569,9324.145,469.769,0.050381992,266.04,2018.273,1399.569,8404.506,648.07,0.077109827,0.000919639,0.262161,2.017667,1.399569,0.009324145,0.469769,50.38199213,0.26604,2.018273,1.399569,0.008404506,0.64807,77.10982656,178.27,0.17827,283923.9836,1153311.567
616,1334.127,0.209605326,295.242,2499.667,1389.842,6364.948,332.356,0.052216609,324.922,2500,1389.842,5030.821,510.618,0.101497946,0.001334127,0.295242,2.499667,1.389842,0.006364948,0.332356,52.21660884,0.324922,2.5,1.389842,0.005030821,0.510618,101.4979464,178.302,0.178302,380633.2793,1144926.297
2912,1646.571,0.073927214,344.702,2001.167,1405.635,22272.867,595.182,0.02672229,356.094,2001.217,1405.635,20626.296,773.594,0.037505231,0.001646571,0.344702,2.001167,1.405635,0.022272867,0.595182,26.7222895,0.356094,2.001217,1.405635,0.020626296,0.773594,37.50523119,178.409,0.178409,317252.2075,1164484.974
2931,1436.185,0.059438691,367.421,2596.16,1740.24,24162.46,859.329,0.035564632,376.748,2595.875,1740.24,22726.275,1037.967,0.045672553,0.001436185,0.367421,2.59616,1.74024,0.02416246,0.859329,35.56463208,0.376748,2.595875,1.74024,0.022726275,1.037967,45.67255303,178.637,0.178637,319335.1698,1226037.232
2166,1287.595,0.047440383,329.323,1844.833,1503.742,27141.328,831.432,0.030633431,333.885,1844.536,1503.742,25853.733,1010.113,0.039070296,0.001287595,0.329323,1.844833,1.503742,0.027141328,0.831432,30.63343105,0.333885,1.844536,1.503742,0.025853733,1.010113,39.07029596,178.706,0.178706,355131.4671,1314788.948
2852,1279.984,0.113605634,336.403,2204.923,1782.255,11266.906,392.034,0.034795178,351.271,2204.923,1782.255,9986.922,570.889,0.057163659,0.001279984,0.336403,2.204923,1.782255,0.011266906,0.392034,34.79517802,0.351271,2.204923,1.782255,0.009986922,0.570889,57.16365863,178.85,0.17885,313673.8783,1215105.793
508,1155.05,0.188754417,217.573,2368,1059.844,6119.327,297.57,0.048627896,235.126,2366.5,1059.844,4964.277,476.386,0.095962816,0.00115505,0.217573,2.368,1.059844,0.006119327,0.29757,48.6278965,0.235126,2.3665,1.059844,0.004964277,0.476386,95.96281593,178.875,0.178875,427815.1402,1158721.884
2534,1283.179,0.147115578,313.135,2369.909,1435.306,8722.251,428.483,0.049125277,329.637,2369.667,1435.306,7439.072,607.48,0.081660723,0.001283179,0.313135,2.369909,1.435306,0.008722251,0.428483,49.12527741,0.329637,2.369667,1.435306,0.007439072,0.60748,81.66072327,179.035,0.179035,376021.7874,1258858.407
2798,1646.457,0.151210885,280.036,2439.692,1250.541,10888.482,382.447,0.035123996,286.465,2439.833,1250.541,9242.025,561.472,0.060752054,0.001646457,0.280036,2.439692,1.250541,0.010888482,0.382447,35.12399616,0.286465,2.439833,1.250541,0.009242025,0.561472,60.7520538,179.077,0.179077,406238.6411,1142038.608
2052,1650.43,0.029728989,370.492,2624.032,1589.974,55515.847,1148.4,0.020685985,374.85,2623.677,1589.974,53865.417,1327.485,0.024644476,0.00165043,0.370492,2.624032,1.589974,0.055515847,1.1484,20.68598539,0.37485,2.623677,1.589974,0.053865417,1.327485,24.64447644,179.134,0.179134,399281.5876,1302370.991
2391,1386.239,0.029231765,396.95,2663.549,1480.979,47422.35,1124.059,0.023703148,400.211,2663.082,1480.979,46036.111,1303.179,0.028307756,0.001386239,0.39695,2.663549,1.480979,0.04742235,1.124059,23.70314841,0.400211,2.663082,1.480979,0.046036111,1.303179,28.30775606,179.165,0.179165,391798.257,1199832.448
1872,1346.481,0.051003719,383.669,2283.926,1501.663,26399.663,823.615,0.031197936,392.859,2282.96,1501.663,25053.182,1002.844,0.040028608,0.001346481,0.383669,2.283926,1.501663,0.026399663,0.823615,31.19793613,0.392859,2.28296,1.501663,0.025053182,1.002844,40.02860794,179.255,0.179255,357109.636,1270349.751
1854,1304.81,0.124909559,345.136,2327.364,1354.141,10446.038,524.379,0.050198841,369.829,2327.6,1354.141,9141.228,687.138,0.075169113,0.00130481,0.345136,2.327364,1.354141,0.010446038,0.524379,50.19884094,0.369829,2.3276,1.354141,0.009141228,0.687138,75.16911295,179.311,0.179311,402858.1725,1265313.118
1350,972.866,0.120478747,291.545,1891.625,1494.117,8075.001,346.714,0.042936713,300.475,1892,1494.117,7102.135,526.019,0.074064911,0.000972866,0.291545,1.891625,1.494117,0.008075001,0.346714,42.93671295,0.300475,1.892,1.494117,0.007102135,0.526019,74.06491147,179.332,0.179332,358477.0441,1311748.708
731,1964.713,0.335790804,435.526,2741.143,1469.949,5851.003,284.018,0.048541763,473.067,2741.2,1469.949,3886.29,463.565,0.119282143,0.001964713,0.435526,2.741143,1.469949,0.005851003,0.284018,48.54176284,0.473067,2.7412,1.469949,0.00388629,0.463565,119.2821431,179.589,0.179589,384668.0285,1170155.439
2132,1117.323,0.063310539,313.902,2558.85,1188.867,17648.294,535.797,0.030359705,323.697,2558.421,1189.95,16530.971,715.348,0.043273199,0.001117323,0.313902,2.55885,1.188867,0.017648294,0.535797,30.35970502,0.323697,2.558421,1.18995,0.016530971,0.715348,43.27319914,179.611,0.179611,427192.7639,1309401.283
2125,1504.895,0.178238277,292.912,2770.125,1274.462,8443.164,342.738,0.04059355,297.829,2769.714,1274.462,6938.269,522.392,0.075291402,0.001504895,0.292912,2.770125,1.274462,0.008443164,0.342738,40.59355,0.297829,2.769714,1.274462,0.006938269,0.522392,75.29140193,179.711,0.179711,419959.1317,1307684.13
1855,978.221,0.084871418,260.326,1899.929,988.693,11525.918,758.061,0.065770119,269.676,1899.929,988.693,10547.697,925.211,0.087716873,0.000978221,0.260326,1.899929,0.988693,0.011525918,0.758061,65.77011913,0.269676,1.899929,0.988693,0.010547697,0.925211,87.71687317,179.8,0.1798,460314.0068,1262424.029
1948,1747.97,0.16668771,449.501,3180.545,1683.164,10486.496,464.879,0.044331205,463.642,3180.2,1683.164,8738.526,644.834,0.073792079,0.00174797,0.449501,3.180545,1.683164,0.010486496,0.464879,44.33120463,0.463642,3.1802,1.683164,0.008738526,0.644834,73.79207889,179.993,0.179993,375762.8801,1166971.324
2581,1403.9,0.032502132,503.294,2160.628,1606.065,43194.089,927.395,0.021470415,510.635,2160.405,1606.065,41790.189,1107.39,0.026498803,0.0014039,0.503294,2.160628,1.606065,0.043194089,0.927395,21.47041462,0.510635,2.160405,1.606065,0.041790189,1.10739,26.49880334,180.036,0.180036,382055.4779,1302885.374
2738,1546.642,0.088279903,389.113,2611.619,1496.676,17519.752,1035.705,0.059116419,396.998,2611.619,1496.676,15973.11,1215.932,0.076123685,0.001546642,0.389113,2.611619,1.496676,0.017519752,1.035705,59.116419,0.396998,2.611619,1.496676,0.01597311,1.215932,76.12368537,180.275,0.180275,396153.0892,1291644.459
1685,1091.396,0.13350369,327.573,2876.875,1213.249,8175.025,363.043,0.044408794,352.995,2877,1213.249,7083.629,524.493,0.07404298,0.001091396,0.327573,2.876875,1.213249,0.008175025,0.363043,44.40879386,0.352995,2.877,1.213249,0.007083629,0.524493,74.04297995,180.322,0.180322,427542.7594,1292386.464
1645,1653.386,0.110727039,398.516,2721.188,1439.553,14932.089,674.671,0.045182626,415.741,2722.714,1439.553,13278.703,854.959,0.064385731,0.001653386,0.398516,2.721188,1.439553,0.014932089,0.674671,45.18262649,0.415741,2.722714,1.439553,0.013278703,0.854959,64.38573105,180.34,0.18034,407443.1654,1285619.853
1492,1003.909,0.209701101,158.479,1765.5,1258.626,4787.333,316.005,0.066008569,172.47,1762.5,1258.626,3783.424,496.322,0.131183288,0.001003909,0.158479,1.7655,1.258626,0.004787333,0.316005,66.00856886,0.17247,1.7625,1.258626,0.003783424,0.496322,131.1832879,180.369,0.180369,403485.6758,1240362.884
3059,1555.677,0.039291603,398.938,2531.791,1811.29,39593.116,828.793,0.020932755,405.375,2531.268,1811.29,38037.439,1009.35,0.026535698,0.001555677,0.398938,2.531791,1.81129,0.039593116,0.828793,20.93275508,0.405375,2.531268,1.81129,0.038037439,1.00935,26.53569816,180.548,0.180548,309141.2927,1207101.229
2736,1235.506,0.112760533,312.84,2629.5,1467.575,10956.901,729.395,0.066569462,326.693,2628.778,1467.575,9721.395,909.91,0.093598707,0.001235506,0.31284,2.6295,1.467575,0.010956901,0.729395,66.56946157,0.326693,2.628778,1.467575,0.009721395,0.90991,93.59870677,180.567,0.180567,405419.7934,1290751.898
2369,1680.045,0.10220231,480.102,2992.056,1657.159,16438.425,528.076,0.032124489,496.342,2991.25,1657.159,14758.38,708.609,0.04801401,0.001680045,0.480102,2.992056,1.657159,0.016438425,0.528076,32.12448881,0.496342,2.99125,1.657159,0.01475838,0.708609,48.01400967,180.57,0.18057,373773.3741,1193257.887
3029,1595.508,0.083273838,389.898,2679,1915.848,19159.775,504.531,0.026332825,402.088,2678.632,1915.848,17564.267,685.275,0.039015292,0.001595508,0.389898,2.679,1.915848,0.019159775,0.504531,26.33282489,0.402088,2.678632,1.915848,0.017564267,0.685275,39.01529167,180.732,0.180732,306546.2342,1210437.74
2808,1531.024,0.079770843,366.69,2445.65,1453.487,19192.777,707.388,0.036856991,375.122,2445.105,1453.487,17661.753,888.185,0.05028861,0.001531024,0.36669,2.44565,1.453487,0.019192777,0.707388,36.85699052,0.375122,2.445105,1.453487,0.017661753,0.888185,50.28860952,180.827,0.180827,363112.1684,1152870.316
1530,1733.178,0.042372415,447.485,2497.622,1496.676,40903.451,974.555,0.02382574,456.574,2497.659,1496.676,39170.273,1155.365,0.029495965,0.001733178,0.447485,2.497622,1.496676,0.040903451,0.974555,23.82574028,0.456574,2.497659,1.496676,0.039170273,1.155365,29.49596496,180.858,0.180858,395122.1765,1289298.404
3167,1532.366,0.047373719,336.367,2023.605,1583.587,32346.331,815.248,0.025203724,345.389,2023.568,1583.587,30813.965,996.231,0.032330503,0.001532366,0.336367,2.023605,1.583587,0.032346331,0.815248,25.20372403,0.345389,2.023568,1.583587,0.030813965,0.996231,32.33050339,180.995,0.180995,336058.3477,1283453.071
951,1991.638,0.212687969,281.836,2459.556,1890.413,9364.131,469.787,0.050168777,304.129,2459.429,1890.413,7372.493,650.805,0.088274753,0.001991638,0.281836,2.459556,1.890413,0.009364131,0.469787,50.16877701,0.304129,2.459429,1.890413,0.007372493,0.650805,88.27475319,181.003,0.181003,302426.0619,1218808.995
429,951.632,0.062552129,238.466,1986.563,1065.354,15213.423,1135.385,0.074630476,245.265,1986.563,1065.354,14261.791,1316.361,0.092299838,0.000951632,0.238466,1.986563,1.065354,0.015213423,1.135385,74.63047599,0.245265,1.986563,1.065354,0.014261791,1.316361,92.29983808,181.036,0.181036,425289.0328,1192317.771
92,1274.929,0.104134858,358.665,2978.077,1525.329,12243.057,496.216,0.0405304,365.121,2977.333,1525.329,10968.128,677.254,0.061747456,0.001274929,0.358665,2.978077,1.525329,0.012243057,0.496216,40.53040021,0.365121,2.977333,1.525329,0.010968128,0.677254,61.7474559,181.074,0.181074,371887.1559,1162728.418
513,1507.655,0.110465005,148.364,2826.933,1176.531,13648.259,610.385,0.044722554,149.879,2828.692,1176.531,12140.604,791.604,0.065203016,0.001507655,0.148364,2.826933,1.176531,0.013648259,0.610385,44.72255399,0.149879,2.828692,1.176531,0.012140604,0.791604,65.20301626,181.279,0.181279,425216.0802,1276553.583
2059,1253.468,0.052223105,245.506,1833.538,1276.417,24002.173,562.471,0.02343417,250.052,1833.4,1276.417,22748.705,743.772,0.032695136,0.001253468,0.245506,1.833538,1.276417,0.024002173,0.562471,23.4341699,0.250052,1.8334,1.276417,0.022748705,0.743772,32.69513583,181.333,0.181333,366051.6591,1323613.657
641,1582.374,0.185077593,218.595,2148.5,1137.63,8549.787,690.597,0.080773591,225.879,2149.143,1137.63,6967.413,860.665,0.123527197,0.001582374,0.218595,2.1485,1.13763,0.008549787,0.690597,80.7735912,0.225879,2.149143,1.13763,0.006967413,0.860665,123.5271973,181.601,0.181601,418444.8631,1322489.759
173,1111.187,0.065901207,292.884,3116.75,1514.787,16861.406,783.713,0.046479695,297.723,3116.2,1514.787,15750.219,965.282,0.061286894,0.001111187,0.292884,3.11675,1.514787,0.016861406,0.783713,46.47969452,0.297723,3.1162,1.514787,0.015750219,0.965282,61.28689385,181.626,0.181626,415072.0748,1210900.947
358,1358.254,0.108539156,318.412,2413.923,1746.657,12513.954,698.629,0.055827998,326.416,2416.4,1746.657,11155.7,880.3,0.078910333,0.001358254,0.318412,2.413923,1.746657,0.012513954,0.698629,55.82799809,0.326416,2.4164,1.746657,0.0111557,0.8803,78.91033283,181.678,0.181678,328455.4471,1221503.698
2167,1558.975,0.055138169,344.952,1792.839,1503.742,28273.971,670.972,0.023731085,349.804,1792.767,1503.742,26714.996,852.906,0.031926114,0.001558975,0.344952,1.792839,1.503742,0.028273971,0.670972,23.73108468,0.349804,1.792767,1.503742,0.026714996,0.852906,31.92611371,181.957,0.181957,352338.4642,1312535.105
231,1133.133,0.014180062,416.907,2711.23,1496.31,79910.3,1960.301,0.024531268,419.268,2710.965,1496.31,78777.167,2142.348,0.027195037,0.001133133,0.416907,2.71123,1.49631,0.0799103,1.960301,24.53126818,0.419268,2.710965,1.49631,0.078777167,2.142348,27.19503736,182.074,0.182074,357211.8514,1163071.471
1372,1725.616,0.650283856,151.599,1946,1526.039,2653.635,193.346,0.072860812,158.336,1946,1526.039,928.019,375.59,0.404722317,0.001725616,0.151599,1.946,1.526039,0.002653635,0.193346,72.86081168,0.158336,1.946,1.526039,0.000928019,0.37559,404.7223171,182.272,0.182272,358120.4288,1301247.067
866,2323.992,0.236738884,252.181,2207.3,1450.112,9816.689,404.395,0.041194643,272.645,2207.5,1450.112,7492.697,586.712,0.078304514,0.002323992,0.252181,2.2073,1.450112,0.009816689,0.404395,41.19464312,0.272645,2.2075,1.450112,0.007492697,0.586712,78.30451438,182.329,0.182329,335126.038,1249446.476
2642,2250.717,0.110340645,363.136,2153.381,1310.201,20397.896,715.779,0.035090825,387.816,2153.118,1310.201,18147.179,898.073,0.049488298,0.002250717,0.363136,2.153381,1.310201,0.020397896,0.715779,35.09082505,0.387816,2.153118,1.310201,0.018147179,0.898073,49.48829788,182.346,0.182346,402551.6086,1325501.28
874,1679.842,0.364147835,253.474,2228.25,1626.292,4613.077,248.156,0.053794029,280.842,2228.5,1626.292,2933.235,430.664,0.146822195,0.001679842,0.253474,2.22825,1.626292,0.004613077,0.248156,53.79402945,0.280842,2.2285,1.626292,0.002933235,0.430664,146.8221946,182.507,0.182507,318730.6225,1211766.474
1870,1579.132,0.035335416,366.323,2470.245,1503.235,44689.781,1715.031,0.038376357,371.669,2470.25,1503.235,43110.649,1897.707,0.044019449,0.001579132,0.366323,2.470245,1.503235,0.044689781,1.715031,38.37635723,0.371669,2.47025,1.503235,0.043110649,1.897707,44.01944865,182.71,0.18271,368219.7847,1267622.579
2743,1322.846,0.025190807,243.14,2101.786,1526.039,52513.045,1394.319,0.02655186,244.785,2101.382,1526.039,51190.199,1577.067,0.030807987,0.001322846,0.24314,2.101786,1.526039,0.052513045,1.394319,26.55185964,0.244785,2.101382,1.526039,0.051190199,1.577067,30.80798729,182.775,0.182775,357995.3953,1299380.241
632,1424.908,0.077984808,308.381,1925,1453.392,18271.61,983.133,0.053806588,319.509,1925,1453.392,16846.702,1166.057,0.069215743,0.001424908,0.308381,1.925,1.453392,0.01827161,0.983133,53.80658847,0.319509,1.925,1.453392,0.016846702,1.166057,69.21574324,182.928,0.182928,326204.0509,1183835.247
3148,1426.032,0.064373092,353.493,1982.217,1446.285,22152.61,728.42,0.032881904,359.192,1982.333,1446.285,20726.578,911.362,0.043970693,0.001426032,0.353493,1.982217,1.446285,0.02215261,0.72842,32.88190421,0.359192,1.982333,1.446285,0.020726578,0.911362,43.97069309,182.948,0.182948,327843.3132,1171973.626
2427,1338.096,0.076839745,333.174,2285.368,1431.687,17414.113,518.164,0.029755406,343.971,2285.5,1431.687,16076.017,701.222,0.043619138,0.001338096,0.333174,2.285368,1.431687,0.017414113,0.518164,29.75540586,0.343971,2.2855,1.431687,0.016076017,0.701222,43.61913775,183.082,0.183082,352905.5295,1223812.076
879,1491.282,0.095729303,214.862,2387.813,1087.175,15578.114,673.296,0.043220636,223.506,2388,1087.175,14086.832,856.355,0.06079117,0.001491282,0.214862,2.387813,1.087175,0.015578114,0.673296,43.22063634,0.223506,2.388,1.087175,0.014086832,0.856355,60.79117008,183.118,0.183118,421677.1659,1171067.038
1657,1509.422,0.069268901,444.892,2494.682,1600.267,21790.76,1090.257,0.050032996,458.909,2494.571,1600.267,20281.338,1273.366,0.062785108,0.001509422,0.444892,2.494682,1.600267,0.02179076,1.090257,50.03299564,0.458909,2.494571,1.600267,0.020281338,1.273366,62.78510816,183.153,0.183153,387198.6709,1287333.462
397,1549.025,0.138802593,256.972,2451.182,1145.207,11159.914,544.319,0.04877448,270.302,2449.5,1145.207,9610.889,727.477,0.075692998,0.001549025,0.256972,2.451182,1.145207,0.011159914,0.544319,48.7744798,0.270302,2.4495,1.145207,0.009610889,0.727477,75.69299781,183.215,0.183215,414075.3518,1174341.535
82,1503.718,0.121122595,354.124,2167.769,1484.821,12414.843,492.504,0.039670578,364.04,2167.273,1484.821,10911.125,675.777,0.061934677,0.001503718,0.354124,2.167769,1.484821,0.012414843,0.492504,39.67057819,0.36404,2.167273,1.484821,0.010911125,0.675777,61.93467676,183.288,0.183288,339756.9289,1148627.948
423,1655.381,0.082341484,260.971,2110.619,1689.381,20103.852,615.517,0.030616869,265.516,2110.056,1689.381,18448.471,799.051,0.043312587,0.001655381,0.260971,2.110619,1.689381,0.020103852,0.615517,30.61686885,0.265516,2.110056,1.689381,0.018448471,0.799051,43.31258672,183.531,0.183531,315746.9438,1260858.231
688,2380.139,0.746557801,163.823,3504,1431.891,3188.151,204.127,0.064026767,190.215,3502.531,1431.891,808.012,387.623,0.479724311,0.002380139,0.163823,3.504,1.431891,0.003188151,0.204127,64.02676661,0.190215,3.502531,1.431891,0.000808012,0.387623,479.724311,183.553,0.183553,416484.8483,1286120.986
2124,1538.496,0.104604806,285.549,2868.875,1274.462,14707.699,547.756,0.037242807,297.461,2866.769,1274.462,13169.203,731.387,0.055537681,0.001538496,0.285549,2.868875,1.274462,0.014707699,0.547756,37.24280732,0.297461,2.866769,1.274462,0.013169203,0.731387,55.53768136,183.69,0.18369,418305.4865,1306705.003
597,1307.057,0.153873421,383.409,3417.125,1569.524,8494.365,342.083,0.040271757,403.512,3417,1569.524,7187.308,525.859,0.073164946,0.001307057,0.383409,3.417125,1.569524,0.008494365,0.342083,40.27175663,0.403512,3.417,1.569524,0.007187308,0.525859,73.16494576,183.824,0.183824,392353.541,1177660.364
31,2115.302,0.063664346,365.614,2321.371,1496.171,33225.85,746.066,0.022454384,365.708,2321.125,1496.171,31110.548,929.923,0.029890923,0.002115302,0.365614,2.321371,1.496171,0.03322585,0.746066,22.45438416,0.365708,2.321125,1.496171,0.031110548,0.929923,29.89092317,183.883,0.183883,356829.3164,1139195.364
2709,1913.454,0.047631894,463.044,2671.091,1468.455,40171.697,781.404,0.019451605,467.508,2670.8,1468.455,38258.243,965.243,0.025229674,0.001913454,0.463044,2.671091,1.468455,0.040171697,0.781404,19.45160544,0.467508,2.6708,1.468455,0.038258243,0.965243,25.22967403,183.888,0.183888,397257.6141,1202067.569
868,872.055,0.172070735,242.72,2201,1520.91,5068.003,385.262,0.076018503,249.465,2201,1520.91,4195.948,569.165,0.135646343,0.000872055,0.24272,2.201,1.52091,0.005068003,0.385262,76.01850275,0.249465,2.201,1.52091,0.004195948,0.569165,135.6463426,183.904,0.183904,320833.302,1207249.471
2103,1558.73,0.049989963,380.578,2575.375,1385.308,31180.859,673.431,0.021597577,386.125,2575.258,1385.308,29622.129,857.294,0.028940999,0.00155873,0.380578,2.575375,1.385308,0.031180859,0.673431,21.5975769,0.386125,2.575258,1.385308,0.029622129,0.857294,28.94099881,183.918,0.183918,407898.9358,1312490.743
1016,1627.037,0.261030284,208.307,2331,1159.834,6233.135,420.436,0.067451772,227.936,2331,1159.834,4606.098,604.395,0.13121627,0.001627037,0.208307,2.331,1.159834,0.006233135,0.420436,67.45177186,0.227936,2.331,1.159834,0.004606098,0.604395,131.2162703,184.013,0.184013,409990.9882,1347406.331
783,1828.113,0.12993094,347.991,2531.333,2054.03,14069.882,830.311,0.059013359,369.623,2529.462,2054.03,12241.769,1014.426,0.082865965,0.001828113,0.347991,2.531333,2.05403,0.014069882,0.830311,59.01335917,0.369623,2.529462,2.05403,0.012241769,1.014426,82.86596488,184.058,0.184058,261250.5824,1275765.667
272,1211.114,0.054753254,335.971,2841.455,1292.871,22119.489,1209.828,0.054695115,344.077,2840.952,1293.271,20908.375,1393.846,0.066664483,0.001211114,0.335971,2.841455,1.292871,0.022119489,1.209828,54.69511524,0.344077,2.840952,1.293271,0.020908375,1.393846,66.66448253,184.071,0.184071,404522.8167,1181942.391
1464,1887.775,0.459076189,203.444,2443.25,1353.653,4112.117,265.763,0.064629241,222.475,2441,1353.653,2224.342,450.06,0.202333994,0.001887775,0.203444,2.44325,1.353653,0.004112117,0.265763,64.62924085,0.222475,2.441,1.353653,0.002224342,0.45006,202.3339936,184.346,0.184346,395525.4912,1269851.293
242,1681,0.08633659,316.388,2391.429,1163.661,19470.308,660.293,0.033912817,327.671,2390.789,1163.661,17789.308,844.589,0.047477339,0.001681,0.316388,2.391429,1.163661,0.019470308,0.660293,33.9128174,0.327671,2.390789,1.163661,0.017789308,0.844589,47.47733864,184.357,0.184357,426804.0969,1141131.348
561,1757.662,0.414881875,269.133,2310,1383.272,4236.536,269.14,0.063528317,271.255,2310,1383.272,2478.874,453.49,0.182941933,0.001757662,0.269133,2.31,1.383272,0.004236536,0.26914,63.52831653,0.271255,2.31,1.383272,0.002478874,0.45349,182.9419325,184.373,0.184373,350942.1742,1242082.255
2583,944.289,0.04375853,349.623,1887.739,1527.17,21579.541,548.621,0.025423201,356.849,1887.739,1527.222,20635.252,733.19,0.035530945,0.000944289,0.349623,1.887739,1.52717,0.021579541,0.548621,25.42320061,0.356849,1.887739,1.527222,0.020635252,0.73319,35.53094481,184.598,0.184598,360007.206,1303773.378
2343,1344.227,0.141663161,284.983,2533.1,1319.023,9488.896,361.057,0.038050475,304.385,2533.111,1319.023,8144.669,545.627,0.066991918,0.001344227,0.284983,2.5331,1.319023,0.009488896,0.361057,38.050475,0.304385,2.533111,1.319023,0.008144669,0.545627,66.99191827,184.616,0.184616,388188.3505,1128170.562
834,2280.71,0.200579071,343.68,2450.909,1414.556,11370.628,529.25,0.046545362,359.431,2449,1414.556,9089.918,714.285,0.078579917,0.00228071,0.34368,2.450909,1.414556,0.011370628,0.52925,46.54536231,0.359431,2.449,1.414556,0.009089918,0.714285,78.57991678,185.084,0.185084,395168.8368,1276903.362
2877,1297.169,0.0323511,355.036,2107.404,1656.585,40096.597,926.167,0.023098394,358.29,2107.261,1656.585,38799.428,1111.345,0.028643335,0.001297169,0.355036,2.107404,1.656585,0.040096597,0.926167,23.09839411,0.35829,2.107261,1.656585,0.038799428,1.111345,28.64333464,185.173,0.185173,315497.0037,1250929.344
1221,1299.273,0.190948615,312.351,2118.571,2054.03,6804.307,384.269,0.056474377,334.258,2118.667,2054.03,5505.034,569.62,0.103472567,0.001299273,0.312351,2.118571,2.05403,0.006804307,0.384269,56.47437718,0.334258,2.118667,2.05403,0.005505034,0.56962,103.4725671,185.3,0.1853,266392.882,1272059.927
453,1173.177,0.330735958,209.589,2300,1573.083,3547.171,364.361,0.102718758,239.433,2300,1573.083,2373.994,508.022,0.213994644,0.001173177,0.209589,2.3,1.573083,0.003547171,0.364361,102.7187581,0.239433,2.3,1.573083,0.002373994,0.508022,213.9946436,185.46,0.18546,327352.9821,1246001.219
2186,1727.657,0.136786425,464.116,3400.917,1382.645,12630.325,460.82,0.036485205,493.655,3401,1382.645,10902.668,646.249,0.05927439,0.001727657,0.464116,3.400917,1.382645,0.012630325,0.46082,36.48520525,0.493655,3.401,1.382645,0.010902668,0.646249,59.27439045,185.489,0.185489,420654.5604,1296684.655
909,1149.585,0.02597454,246.91,2496.143,1125.048,44258.147,1275.987,0.028830556,249.811,2496.021,1125.048,43108.562,1461.447,0.033901548,0.001149585,0.24691,2.496143,1.125048,0.044258147,1.275987,28.83055633,0.249811,2.496021,1.125048,0.043108562,1.461447,33.90154837,185.518,0.185518,416121.3949,1180981.056
